VraagID;Zorgkantoor;Vraagtekst;Antwoordtekst;Documentnaam;Paragraafnaam;Landelijke documentnaam;Landelijke paragraafnaam;Klaar voor publicatie;Definitief antwoord (Nota van Inlichtingen);Vraag in Nota van Inlichtingen (gematcht);Bron document (NvI);Bron paragraaf (NvI);Matchscore (vraagherkenning);Matchkwaliteit;Antwoordovereenkomst (AI-concept vs definitief)
;Notilyze;Welke mogelijke gevolgen kan een gesprek bij een ‘hoog positief resultaat’ hebben voor tarief, volume of contractering, en binnen welke kaders heeft u beleidsruimte om deze aan te passen?;"Bij een hoog positief resultaat kunnen wij het initiatief nemen voor een gesprek, waarin wij om een toelichting vragen en samen bekijken hoe het resultaat wordt ingezet en of lagere tariefpercentages mogelijk zijn. Daarnaast kan een hoog positief resultaat ertoe leiden dat wij een tariefpercentage afspreken dat 2% onder het vertrektariefpercentage ligt; ook kunnen wij maatwerkafspraken maken over het tariefpercentage met het oog op doelmatigheid. Voor volume volgt uit deze passages alleen dat wij via spiegelinformatie het gesprek voeren over leveringsvormen en, indien nodig, aanvullende afspraken maken over de leveringsmix. Contractering wordt in deze passages niet als afzonderlijk gevolg genoemd. Zie inkoopbeleid Wlz V&V 2027-2029, paragrafen 7.4 en 8.8.";Inkoopbeleid V&V Wlz 2027-2029;8.8 Doelmatige inzet van middelen.;;;FALSE;Wij vragen in dat gesprek om een toelichting op het hoge positieve resultaat. Vervolgens bekijken wij samen met u hoe dit resultaat wordt ingezet en of een lager tariefpercentage mogelijk is. Het gaat dus niet om een automatische tariefaanpassing op basis van één harde grens, maar om een beoordeling in de context van doelmatige inzet van schaarse middelen.;Kunt u toelichten welke mogelijke uitkomsten het genoemde gesprek bij ‘een hoog positief resultaat’ kan hebben en in hoeverre het zorgkantoor daarbij beleidsruimte heeft om het tarief aan te passen?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;8.8 Doelmatige inzet van middelen.;0.592;Gemiddeld;0.394
;Notilyze;Hoe wordt omgegaan met zorgaanbieders waarvan het rendement zich rond de gehanteerde grens voor ‘hoog positief resultaat’ bevindt, en op basis van welke objectief toetsbare criteria wordt bepaald of deze aanbieders wel of niet onder deze categorie vallen?;"Zorgaanbieders die onder de categorie ‘hoog positief resultaat’ vallen, kunnen een tariefpercentage krijgen dat 2% onder het vertrektariefpercentage ligt. Zorgaanbieders voor wie dit geldt ontvangen hierover uiterlijk 28-08-2026 bericht; daarnaast kunnen wij in gesprek gaan en maatwerkafspraken maken over het tariefpercentage vanuit doelmatigheid. De objectief toetsbare criteria of grenswaarde voor ‘hoog positief resultaat’ zijn in de geraadpleegde sectie niet nader uitgewerkt. Zie inkoopbeleid Wlz GZ 2027-2029, paragraaf 5.4.";Inkoopbeleid V&V Wlz 2027-2029;8.8 Doelmatige inzet van middelen.;;;FALSE;Wij hanteren geen vaste cijfermatige grens voor het bepalen van een hoog positief resultaat. Het gaat om zorgaanbieders die, vergeleken met anderen, een hoog positief resultaat behalen. In het gesprek vragen wij om een toelichting op dit resultaat en bekijken wij samen hoe het resultaat wordt ingezet en of lagere tariefpercentages mogelijk zijn.;Kunt u toelichten hoe wordt omgegaan met zorgaanbieders waarvan het rendement zich rond de door het zorgkantoor gehanteerde grens bevindt en hoe een consistente toepassing wordt geborgd?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;8.8 Doelmatige inzet van middelen.;0.472;Gemiddeld;0.339
;Notilyze;U stelt dat monitoring wordt gebruikt voor sturing op productieontwikkeling. Op welke wijze worden deze gegevens vertaald naar concrete contractmaatregelen, op basis van welke objectief toetsbare criteria gebeurt dit, en hoe wordt geborgd dat deze toepassing transparant en consistent plaatsvindt?;"De monitoring leidt niet automatisch tot vooraf vastgelegde contractmaatregelen op basis van een aparte set objectief toetsbare criteria. Wij gebruiken AW319-gegevens, doorrekening naar jaarbasis, het procentuele risico, de verwachte benutting van de contracteerruimte en uw reactie op de tweemaandelijkse monitor om tekorten eerder te signaleren, u te informeren en zo nodig aanvullende beleidsmaatregelen te nemen. Transparantie borgen wij door maandelijkse publicatie van de verwachte benutting van de contracteerruimte, de publicatieplanning en het bijbehorende procentuele risico; concrete toepassing vindt plaats in de reguliere contractering en herschikking. Zie inkoopbeleid Wlz GZ 2027-2029, paragraaf 9.2, en inkoopbeleid Wlz GGZ 2027-2029, paragraaf 9.2.";Inkoopbeleid V&V Wlz 2027-2029;11.2 Monitoring en informatievoorziening.;;;FALSE;Wij publiceren maandelijks de zorgkostenraming op onze website. Hierin staat het onzekerheidspercentage per sector en hoe deze is vastgesteld. Daarnaast staat in de 2- maandelijkse monitor wat uw verwachte realisatie is op basis van de extrapolatie van de goedgekeurde declaraties en de gemaakte afspraken. Als een onzekerheidspercentage van toepassing is, staat in de 2- maandelijkse monitor wat de impact is op uw (voorlopige) herschikkingsafspraak. U heeft de mogelijkheid om te reageren op de 2-maandelijkse monitor, via het reactie- format. Wij nemen deze reacties mee bij het maken van de zorgkostenraming. Hierbij houden wij rekening met de regionale zorgvraag en de landelijke middelen.;U stelt dat monitoring wordt gebruikt voor sturing op productieontwikkeling. Op welke wijze worden deze gegevens vertaald naar concrete contractmaatregelen, op basis van welke objectief toetsbare criteria gebeurt dit, en hoe wordt geborgd dat deze toepassing transparant en consistent plaatsvindt?;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;11.4 Herschikken.;1.000;Hoog;0.224
;Notilyze;Per wanneer gaat de tariefafslag in op intramurale inzet van GGZ-W1 en GGZ-W2?;"De tariefafslag van -2% op intramurale zorg voor W1- en W2-klanten wordt gecontinueerd. Daarmee geldt deze vanaf de start van de contractperiode 2027-2029; er is geen latere ingangsdatum genoemd. Zie inkoopbeleid Wlz GGZ 2027-2029, paragraaf 2.3 en 2.8.";Inkoopbeleid GGZ Wlz 2027-2029;2.3 Thuis waar het kan, intramuraal waar nodig.;;;FALSE;We continueren de tariefafslag van -2% op intramurale zorg voor W1- en W2-klanten in de periode 2027-2029.;Per wanneer gaat de tariefafslag in op intramurale inzet van GGZ-W1 en GGZ-W2?;Nota van Inlichtingen Inkoopbeleid GGZ Wlz 2027-2029;2.3 Thuis waar het kan, intramuraal waar nodig.;1.000;Hoog;0.578
;Notilyze;Kunt u toelichten hoe wordt omgegaan met zorgaanbieders waarvan het rendement zich rond de door het zorgkantoor gehanteerde grens bevindt en hoe een consistente toepassing wordt geborgd?;"Wij hanteren geen aparte rendementstoets rond een grens voor individuele zorgaanbieders bij het bepalen van het vertrektarief; het vertrektarief wordt per cluster vastgesteld op het hoogste van het percentage waarbij 75% van de zorgaanbieders of minimaal 75% van het marktaandeel kostendekkend is. Consistente toepassing wordt geborgd doordat voor alle aanbieders dezelfde landelijke tariefmethodiek wordt gebruikt. Als de tariefsystematiek voor een individuele aanbieder onvoorzien en onredelijk benadelend uitpakt, kan die aanbieder een beroep doen op de hardheidsclausule; daarbij beoordelen wij onder meer financiële positie, organisatiestructuur, doelmatigheid, operationele verbeteringen, zorgplicht en langetermijnperspectief. Zie bijlage 7 Onderbouwing vertrektarieven Wlz 2027, hoofdstuk 2 en inkoopbeleid Wlz V&V 2027-2029, paragraaf 7.5.";Inkoopbeleid GGZ Wlz 2027-2029;6.6 Doelmatige inzet van middelen.;;;FALSE;Wij hanteren geen vaste cijfermatige grens voor het bepalen van een hoog positief resultaat. Het gaat om zorgaanbieders die, vergeleken met anderen, een hoog positief resultaat behalen. In het gesprek vragen wij om een toelichting op dit resultaat en bekijken wij samen hoe het resultaat wordt ingezet en of lagere tariefpercentages mogelijk zijn.;Kunt u toelichten hoe wordt omgegaan met zorgaanbieders waarvan het rendement zich rond de door het zorgkantoor gehanteerde grens bevindt en hoe een consistente toepassing wordt geborgd?;Nota van Inlichtingen Inkoopbeleid GGZ Wlz 2027-2029;6.6 Doelmatige inzet van middelen.;1.000;Hoog;0.204
;Notilyze;Kunt u toelichten welke mogelijke uitkomsten het genoemde gesprek bij ‘een hoog positief resultaat’ kan hebben en in hoeverre het zorgkantoor daarbij beleidsruimte heeft om het tarief aan te passen?;"Het gesprek kan ertoe leiden dat u een toelichting geeft op het hoge positieve resultaat, dat wij samen bekijken hoe dit resultaat wordt ingezet en dat wordt beoordeeld of lagere tariefpercentages mogelijk zijn. Wij hebben daarbij beleidsruimte om vanuit doelmatigheid een lager tariefpercentage af te spreken; in de GZ is ook vastgelegd dat voor een deel van de zorgaanbieders, waaronder aanbieders met een hoog positief resultaat, een tarief 2% onder het vertrektariefpercentage kan gelden en dat maatwerkafspraken mogelijk zijn. Zie inkoopbeleid Wlz Gehandicaptenzorg 2027-2029, paragrafen 5.4 en 6.10.";Inkoopbeleid GGZ Wlz 2027-2029;6.6 Doelmatige inzet van middelen.;;;FALSE;Wij vragen in dat gesprek om een toelichting op het hoge positieve resultaat. Vervolgens bekijken wij samen met u hoe dit resultaat wordt ingezet en of een lager tariefpercentage mogelijk is. Het gaat dus niet om een automatische tariefaanpassing op basis van één harde grens, maar om een beoordeling in de context van doelmatige inzet van schaarse middelen.;Kunt u toelichten welke mogelijke uitkomsten het genoemde gesprek bij ‘een hoog positief resultaat’ kan hebben en in hoeverre het zorgkantoor daarbij beleidsruimte heeft om het tarief aan te passen?;Nota van Inlichtingen Inkoopbeleid GGZ Wlz 2027-2029;6.6 Doelmatige inzet van middelen.;1.000;Hoog;0.462
;Notilyze;Kunt u toelichten welke afwegingen ten grondslag hebben gelegen aan de keuze om bij ‘een hoog positief resultaat’ een gesprek over het tarief te voeren, mede in het licht van investeringen en continuïteit van zorg?;De afweging is doelmatige inzet van schaarse middelen binnen het financiële kader. Als een zorgaanbieder vergeleken met anderen een hoog positief resultaat behaalt, kunnen wij het gesprek starten, vragen om een toelichting op dat resultaat en samen bekijken hoe het resultaat wordt ingezet en of lagere tariefpercentages mogelijk zijn. Daarbij is dus ruimte om investeringen en continuïteit van zorg in dat gesprek toe te lichten, maar een hoog positief resultaat is ook expliciet genoemd als grond voor een tariefpercentage dat 2% onder het vertrektariefpercentage ligt. Zie inkoopbeleid Wlz V&V 2027-2029, paragrafen 7.4 en 8.8.;Inkoopbeleid GGZ Wlz 2027-2029;6.6 Doelmatige inzet van middelen.;;;FALSE;Deze keuze hangt samen met onze wettelijke opdracht om zorg doelmatig in te kopen zodat we alle cliënten met een Wlz indicatie van zorg kunnen blijven voorzien, zowel nu als in de toekomst.;Kunt u toelichten welke afwegingen ten grondslag hebben gelegen aan de keuze om bij ‘een hoog positief resultaat’ een gesprek over het tarief te voeren, mede in het licht van investeringen en continuïteit van zorg?;Nota van Inlichtingen Inkoopbeleid GGZ Wlz 2027-2029;6.6 Doelmatige inzet van middelen.;1.000;Hoog;0.104
;Notilyze;Kunt u toelichten over welke periode het rendement wordt vastgesteld en op basis van welke financiële gegevens?;"Het kostenpercentage wordt vastgesteld op basis van gegevens over jaar t-2. Voor de clustering gebruiken wij declaratiedata uit jaar t-2; voor het kostenpercentage gebruiken wij jaarrekeningdata, declaratiedata en NZa-tarieven uit de geldende beleidsregel, allemaal voor jaar t-2. Daarbij worden onder meer totale kosten, totale omzet, Wlz ZiN-omzet, gedeclareerde prestaties en de NHC/NIC-componenten betrokken. Zie bijlage 7 Onderbouwing vertrektarieven Wlz 2027, hoofdstuk 2.";Inkoopbeleid GGZ Wlz 2027-2029;6.6 Doelmatige inzet van middelen.;;;FALSE;Wij kijken naar de meest recente jaarrekeningen, maar daarnaast bekijken we ook de resultaten van de jaren ervoor om dit in totaliteit te bespreken.;Kunt u toelichten over welke periode het rendement wordt vastgesteld en op basis van welke financiële gegevens?;Nota van Inlichtingen Inkoopbeleid GGZ Wlz 2027-2029;6.6 Doelmatige inzet van middelen.;1.000;Hoog;0.140
;Notilyze;U stelt dat het vertrektariefpercentage leidend is voor alle aanbieders, maar ook dat met een deel een 2% lager tarief wordt afgesproken. Onzes inziens spreken deze passages elkaar tegen. Kunt u toelichten hoe deze twee uitgangspunten zich tot elkaar verhouden?;"Deze passages spreken elkaar niet tegen. Het vertrektariefpercentage is het uitgangspunt per cluster voor bestaande zorgaanbieders; voor een deel van de zorgaanbieders spreken wij vanuit doelmatigheid een tarief af dat 2% onder dat vertrektariefpercentage ligt. Daarnaast kunnen wij in gesprek gaan over maatwerkafspraken over het tariefpercentage. Zie inkoopbeleid Wlz GZ 2027-2029, paragrafen 5.2, 5.3 en 5.4; inkoopbeleid Wlz GGZ 2027-2029, paragraaf 5.4; inkoopbeleid Wlz V&V 2027-2029, paragraaf 7.4.";Inkoopbeleid GGZ Wlz 2027-2029;5.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;;;FALSE;We vinden het belangrijk om beschikbare middelen doelmatig in te zetten. Daarom spreken we met een deel van de zorgaanbieders een lager tariefpercentage af. Wij zien dat niet als tegenstrijdig, maar als aanvullend beleid.;U stelt dat het vertrektariefpercentage leidend is voor alle aanbieders, maar ook dat met een deel een 2% lager tarief wordt afgesproken. Onzes inziens spreken deze passages elkaar tegen. Kunt u toelichten hoe deze twee uitgangspunten zich tot elkaar verhouden?;Nota van Inlichtingen Inkoopbeleid GGZ Wlz 2027-2029;5.4 Met een deel van de zorgaanbieders spreken we een lager tariefpercentage af.;1.000;Hoog;0.286
;Notilyze;U benadrukt het belang van verantwoording van meerzorg, maar aanbieders ervaren hoge administratieve lasten. Kunt u toelichten welke concrete maatregelen u neemt om deze lasten te verlagen en tot een meer proportionele en doelmatige verantwoording te komen?;"Wij stoppen per 1 januari 2027 in de gehandicaptenzorg met het meerzorgplafond, omdat het intensieve overleg daarover bijdroeg aan beheersing van de groei maar ook extra administratieve last gaf. Voor de verantwoording gebruiken wij evaluaties en materiële controles; u moet inhoudelijk en financieel kunnen laten zien hoe de meerzorgmiddelen zijn ingezet. Daarnaast voeren wij de meerzorgdialoog bij meer dan 10 klanten met meerzorg, en zo nodig ook bij minder klanten, met het vooraf ingediende Meerzorgplan als handvat. Zie inkoopbeleid Wlz GZ 2027-2029, paragraaf 6.1; inkoopbeleid Wlz GGZ 2027-2029, paragraaf 6.1.";Inkoopbeleid GGZ Wlz 2027-2029;6.1 Samen voor een toegankelijke en betaalbare Meerzorgregeling.;;;FALSE;De uitvoering van de meerzorgregeling, inclusief de wijze van aanvragen, is landelijk beleid. In dit beleid is afgewogen welke informatie nodig is voor de toekenning van meerzorgbeschikkingen in relatie tot een doelmatige besteding van de middelen. Hierin is ook de afweging gemaakt welke informatie nodig is in relatie tot de administratieve lasten die dit voor zorgaanbieders met zich meebrengt.;U benadrukt het belang van verantwoording van meerzorg, maar aanbieders ervaren hoge administratieve lasten. Kunt u toelichten welke concrete maatregelen u neemt om deze lasten te verlagen en tot een meer proportionele en doelmatige verantwoording te komen?;Nota van Inlichtingen Inkoopbeleid GGZ Wlz 2027-2029;6.1 Samen voor een toegankelijke en betaalbare Meerzorgregeling.;1.000;Hoog;0.189
;Notilyze;U schrijft: “Met alle bestaande - de zorgaanbieder valt”. Het tariefpercentage dat door u wordt toegepast volgt daardoor ook op 4 september 2026. In paragraaf 7.2 staat “Het vertrektariefpercentage is - lager tariefpercentage afspreken.” Het vertrektariefpercentage is dus in wezen een ander gegeven dan het tariefpercentage van ZK ook al zijn ze identiek. Klopt dat? Graag een toelichtichting.;"Ja. Het vertrektariefpercentage is het landelijke uitgangspunt uit het tariefmodel per cluster. Voor bestaande zorgaanbieders spreken wij dat landelijke vertrektariefpercentage af als tariefpercentage voor zorg; daardoor zijn beide percentages in die situatie gelijk. Dat neemt niet weg dat het vertrektariefpercentage het uitgangspunt blijft en dat het afgesproken tariefpercentage daarvan kan afwijken waar de tariefsystematiek dat bepaalt, bijvoorbeeld bij nieuwe zorgaanbieders. Zie inkoopbeleid Wlz GZ 2027-2029, paragrafen 5.2, 5.3 en 5.6.";Inkoopbeleid V&V Wlz 2027-2029;7.3 Tariefsystematiek voor zorgaanbieders die al een overeenkomst hebben.;;;FALSE;Het vertrektariefpercentage is het landelijke uitgangspunt uit het tariefmodel per cluster. Het tariefpercentage is het percentage dat wij met u afspreken.;U schrijft: “Met alle bestaande - de zorgaanbieder valt”. Het tariefpercentage dat door u wordt toegepast volgt daardoor ook op 4 september 2026. In paragraaf 7.2 staat “Het vertrektariefpercentage is - lager tariefpercentage afspreken.” Het vertrektariefpercentage is dus in wezen een ander gegeven dan het tariefpercentage van ZK ook al zijn ze identiek. Klopt dat? Graag een toelichtichting.;Nota van Inlichtingen Inkoopbeleid V&V Wlz 2027-2029;7.3 Tariefsystematiek voor zorgaanbieders die al een overeenkomst hebben.;1.000;Hoog;0.667
